State,County,Method of production,County_fips,County_full,State_ac,concatenated
Oregon,Multnomah,Organic,41051,Multnomah County,OR,"Multnomah County, OR"
Oregon,Washington,Organic,41067,Washington County,OR,"Washington County, OR"
Oregon,Clackamas,Organic,41005,Clackamas County,OR,"Clackamas County, OR"
Oregon,Lane,Organic,41039,Lane County,OR,"Lane County, OR"
Oregon,Marion,Organic,41047,Marion County,OR,"Marion County, OR"
Oregon,Jackson,Organic,41029,Jackson County,OR,"Jackson County, OR"
Oregon,Deschutes,Organic,41017,Deschutes County,OR,"Deschutes County, OR"
Oregon,Linn,Organic,41043,Linn County,OR,"Linn County, OR"
Oregon,Douglas,Organic,41019,Douglas County,OR,"Douglas County, OR"
Oregon,Yamhill,Organic,41071,Yamhill County,OR,"Yamhill County, OR"
Oregon,Benton,Organic,41003,Benton County,OR,"Benton County, OR"
Oregon,Josephine,Organic,41033,Josephine County,OR,"Josephine County, OR"
Oregon,Polk,Organic,41053,Polk County,OR,"Polk County, OR"
Oregon,Umatilla,Organic,41059,Umatilla County,OR,"Umatilla County, OR"
Oregon,Klamath,Organic,41035,Klamath County,OR,"Klamath County, OR"
Oregon,Coos,Organic,41011,Coos County,OR,"Coos County, OR"
Oregon,Columbia,Organic,41009,Columbia County,OR,"Columbia County, OR"
Oregon,Lincoln,Organic,41041,Lincoln County,OR,"Lincoln County, OR"
Oregon,Clatsop,Organic,41007,Clatsop County,OR,"Clatsop County, OR"
Oregon,Malheur,Organic,41045,Malheur County,OR,"Malheur County, OR"
Oregon,Tillamook,Organic,41057,Tillamook County,OR,"Tillamook County, OR"
Oregon,Wasco,Organic,41065,Wasco County,OR,"Wasco County, OR"
Oregon,Union,Organic,41061,Union County,OR,"Union County, OR"
Oregon,Crook,Organic,41013,Crook County,OR,"Crook County, OR"
Oregon,Jefferson,Organic,41031,Jefferson County,OR,"Jefferson County, OR"
Oregon,Hood River,Organic,41027,Hood River County,OR,"Hood River County, OR"
Oregon,Curry,Organic,41015,Curry County,OR,"Curry County, OR"
Oregon,Baker,Organic,41001,Baker County,OR,"Baker County, OR"
Oregon,Morrow,Organic,41049,Morrow County,OR,"Morrow County, OR"
Oregon,Lake,Organic,41037,Lake County,OR,"Lake County, OR"
Oregon,Harney,Organic,41025,Harney County,OR,"Harney County, OR"
Oregon,Wallowa,Organic,41063,Wallowa County,OR,"Wallowa County, OR"
Oregon,Gilliam,Organic,41021,Gilliam County,OR,"Gilliam County, OR"
Pennsylvania,Philadelphia,Organic,42101,Philadelphia County,PA,"Philadelphia County, PA"
Pennsylvania,Allegheny,Organic,42003,Allegheny County,PA,"Allegheny County, PA"
Pennsylvania,Montgomery,Organic,42091,Montgomery County,PA,"Montgomery County, PA"
Pennsylvania,Bucks,Organic,42017,Bucks County,PA,"Bucks County, PA"
Pennsylvania,Delaware,Organic,42045,Delaware County,PA,"Delaware County, PA"
Pennsylvania,Lancaster,Organic,42071,Lancaster County,PA,"Lancaster County, PA"
Pennsylvania,Chester,Organic,42029,Chester County,PA,"Chester County, PA"
Pennsylvania,York,Organic,42133,York County,PA,"York County, PA"
Pennsylvania,Berks,Organic,42011,Berks County,PA,"Berks County, PA"
Pennsylvania,Lehigh,Organic,42077,Lehigh County,PA,"Lehigh County, PA"
Pennsylvania,Westmoreland,Organic,42129,Westmoreland County,PA,"Westmoreland County, PA"
Pennsylvania,Luzerne,Organic,42079,Luzerne County,PA,"Luzerne County, PA"
Pennsylvania,Northampton,Organic,42095,Northampton County,PA,"Northampton County, PA"
Pennsylvania,Dauphin,Organic,42043,Dauphin County,PA,"Dauphin County, PA"
Pennsylvania,Erie,Organic,42049,Erie County,PA,"Erie County, PA"
Pennsylvania,Cumberland,Organic,42041,Cumberland County,PA,"Cumberland County, PA"
Pennsylvania,Lackawanna,Organic,42069,Lackawanna County,PA,"Lackawanna County, PA"
Pennsylvania,Washington,Organic,42125,Washington County,PA,"Washington County, PA"
Pennsylvania,Butler,Organic,42019,Butler County,PA,"Butler County, PA"
Pennsylvania,Monroe,Organic,42089,Monroe County,PA,"Monroe County, PA"
Pennsylvania,Beaver,Organic,42007,Beaver County,PA,"Beaver County, PA"
Pennsylvania,Centre,Organic,42027,Centre County,PA,"Centre County, PA"
Pennsylvania,Franklin,Organic,42055,Franklin County,PA,"Franklin County, PA"
Pennsylvania,Lebanon,Organic,42075,Lebanon County,PA,"Lebanon County, PA"
Pennsylvania,Schuylkill,Organic,42107,Schuylkill County,PA,"Schuylkill County, PA"
Pennsylvania,Cambria,Organic,42021,Cambria County,PA,"Cambria County, PA"
Pennsylvania,Fayette,Organic,42051,Fayette County,PA,"Fayette County, PA"
Pennsylvania,Blair,Organic,42013,Blair County,PA,"Blair County, PA"
Pennsylvania,Lycoming,Organic,42081,Lycoming County,PA,"Lycoming County, PA"
Pennsylvania,Mercer,Organic,42085,Mercer County,PA,"Mercer County, PA"
Pennsylvania,Adams,Organic,42001,Adams County,PA,"Adams County, PA"
Pennsylvania,Northumberland,Organic,42097,Northumberland County,PA,"Northumberland County, PA"
Pennsylvania,Lawrence,Organic,42073,Lawrence County,PA,"Lawrence County, PA"
Pennsylvania,Crawford,Organic,42039,Crawford County,PA,"Crawford County, PA"
Pennsylvania,Indiana,Organic,42063,Indiana County,PA,"Indiana County, PA"
Pennsylvania,Clearfield,Organic,42033,Clearfield County,PA,"Clearfield County, PA"
Pennsylvania,Somerset,Organic,42111,Somerset County,PA,"Somerset County, PA"
Pennsylvania,Armstrong,Organic,42005,Armstrong County,PA,"Armstrong County, PA"
Pennsylvania,Carbon,Organic,42025,Carbon County,PA,"Carbon County, PA"
Pennsylvania,Columbia,Organic,42037,Columbia County,PA,"Columbia County, PA"
Pennsylvania,Bradford,Organic,42015,Bradford County,PA,"Bradford County, PA"
Pennsylvania,Pike,Organic,42103,Pike County,PA,"Pike County, PA"
Pennsylvania,Wayne,Organic,42127,Wayne County,PA,"Wayne County, PA"
Pennsylvania,Venango,Organic,42121,Venango County,PA,"Venango County, PA"
Pennsylvania,Bedford,Organic,42009,Bedford County,PA,"Bedford County, PA"
Pennsylvania,Mifflin,Organic,42087,Mifflin County,PA,"Mifflin County, PA"
Pennsylvania,Perry,Organic,42099,Perry County,PA,"Perry County, PA"
Pennsylvania,Jefferson,Organic,42065,Jefferson County,PA,"Jefferson County, PA"
Pennsylvania,Huntingdon,Organic,42061,Huntingdon County,PA,"Huntingdon County, PA"
Pennsylvania,Union,Organic,42119,Union County,PA,"Union County, PA"
Pennsylvania,Tioga,Organic,42117,Tioga County,PA,"Tioga County, PA"
Pennsylvania,McKean,Organic,42083,McKean County,PA,"McKean County, PA"
Pennsylvania,Snyder,Organic,42109,Snyder County,PA,"Snyder County, PA"
Pennsylvania,Susquehanna,Organic,42115,Susquehanna County,PA,"Susquehanna County, PA"
Pennsylvania,Warren,Organic,42123,Warren County,PA,"Warren County, PA"
Pennsylvania,Clinton,Organic,42035,Clinton County,PA,"Clinton County, PA"
Pennsylvania,Clarion,Organic,42031,Clarion County,PA,"Clarion County, PA"
Pennsylvania,Greene,Organic,42059,Greene County,PA,"Greene County, PA"
Pennsylvania,Elk,Organic,42047,Elk County,PA,"Elk County, PA"
Pennsylvania,Wyoming,Organic,42131,Wyoming County,PA,"Wyoming County, PA"
Pennsylvania,Juniata,Organic,42067,Juniata County,PA,"Juniata County, PA"
Pennsylvania,Montour,Organic,42093,Montour County,PA,"Montour County, PA"
Pennsylvania,Potter,Organic,42105,Potter County,PA,"Potter County, PA"
Pennsylvania,Fulton,Organic,42057,Fulton County,PA,"Fulton County, PA"
Pennsylvania,Forest,Organic,42053,Forest County,PA,"Forest County, PA"
Pennsylvania,Sullivan,Organic,42113,Sullivan County,PA,"Sullivan County, PA"
Pennsylvania,Cameron,Organic,42023,Cameron County,PA,"Cameron County, PA"
Rhode Island,Providence,Organic,44007,Providence County,RI,"Providence County, RI"
Rhode Island,Kent,Organic,44003,Kent County,RI,"Kent County, RI"
Rhode Island,Washington,Organic,44009,Washington County,RI,"Washington County, RI"
Rhode Island,Newport,Organic,44005,Newport County,RI,"Newport County, RI"
Rhode Island,Bristol,Organic,44001,Bristol County,RI,"Bristol County, RI"
South Carolina,Greenville,Organic,45045,Greenville County,SC,"Greenville County, SC"
South Carolina,Richland,Organic,45079,Richland County,SC,"Richland County, SC"
South Carolina,Charleston,Organic,45019,Charleston County,SC,"Charleston County, SC"
South Carolina,Horry,Organic,45051,Horry County,SC,"Horry County, SC"
South Carolina,Spartanburg,Organic,45083,Spartanburg County,SC,"Spartanburg County, SC"
South Carolina,Lexington,Organic,45063,Lexington County,SC,"Lexington County, SC"
South Carolina,York,Organic,45091,York County,SC,"York County, SC"
South Carolina,Berkeley,Organic,45015,Berkeley County,SC,"Berkeley County, SC"
South Carolina,Anderson,Organic,45007,Anderson County,SC,"Anderson County, SC"
South Carolina,Beaufort,Organic,45013,Beaufort County,SC,"Beaufort County, SC"
South Carolina,Aiken,Organic,45003,Aiken County,SC,"Aiken County, SC"
South Carolina,Dorchester,Organic,45035,Dorchester County,SC,"Dorchester County, SC"
South Carolina,Florence,Organic,45041,Florence County,SC,"Florence County, SC"
South Carolina,Pickens,Organic,45077,Pickens County,SC,"Pickens County, SC"
South Carolina,Sumter,Organic,45085,Sumter County,SC,"Sumter County, SC"
South Carolina,Lancaster,Organic,45057,Lancaster County,SC,"Lancaster County, SC"
South Carolina,Orangeburg,Organic,45075,Orangeburg County,SC,"Orangeburg County, SC"
South Carolina,Oconee,Organic,45073,Oconee County,SC,"Oconee County, SC"
South Carolina,Greenwood,Organic,45047,Greenwood County,SC,"Greenwood County, SC"
South Carolina,Laurens,Organic,45059,Laurens County,SC,"Laurens County, SC"
South Carolina,Kershaw,Organic,45055,Kershaw County,SC,"Kershaw County, SC"
South Carolina,Georgetown,Organic,45043,Georgetown County,SC,"Georgetown County, SC"
South Carolina,Darlington,Organic,45031,Darlington County,SC,"Darlington County, SC"
South Carolina,Cherokee,Organic,45021,Cherokee County,SC,"Cherokee County, SC"
South Carolina,Chesterfield,Organic,45025,Chesterfield County,SC,"Chesterfield County, SC"
South Carolina,Colleton,Organic,45029,Colleton County,SC,"Colleton County, SC"
South Carolina,Newberry,Organic,45071,Newberry County,SC,"Newberry County, SC"
South Carolina,Chester,Organic,45023,Chester County,SC,"Chester County, SC"
South Carolina,Clarendon,Organic,45027,Clarendon County,SC,"Clarendon County, SC"
South Carolina,Williamsburg,Organic,45089,Williamsburg County,SC,"Williamsburg County, SC"
South Carolina,Jasper,Organic,45053,Jasper County,SC,"Jasper County, SC"
South Carolina,Marion,Organic,45067,Marion County,SC,"Marion County, SC"
South Carolina,Dillon,Organic,45033,Dillon County,SC,"Dillon County, SC"
South Carolina,Union,Organic,45087,Union County,SC,"Union County, SC"
South Carolina,Marlboro,Organic,45069,Marlboro County,SC,"Marlboro County, SC"
South Carolina,Edgefield,Organic,45037,Edgefield County,SC,"Edgefield County, SC"
South Carolina,Abbeville,Organic,45001,Abbeville County,SC,"Abbeville County, SC"
South Carolina,Fairfield,Organic,45039,Fairfield County,SC,"Fairfield County, SC"
South Carolina,Barnwell,Organic,45011,Barnwell County,SC,"Barnwell County, SC"
South Carolina,Saluda,Organic,45081,Saluda County,SC,"Saluda County, SC"
South Carolina,Hampton,Organic,45049,Hampton County,SC,"Hampton County, SC"
South Carolina,Lee,Organic,45061,Lee County,SC,"Lee County, SC"
South Carolina,Calhoun,Organic,45017,Calhoun County,SC,"Calhoun County, SC"
South Carolina,Bamberg,Organic,45009,Bamberg County,SC,"Bamberg County, SC"
South Carolina,McCormick,Organic,45065,McCormick County,SC,"McCormick County, SC"
South Carolina,Allendale,Organic,45005,Allendale County,SC,"Allendale County, SC"
Tennessee,Shelby,Organic,47157,Shelby County,TN,"Shelby County, TN"
Tennessee,Davidson,Organic,47037,Davidson County,TN,"Davidson County, TN"
Tennessee,Knox,Organic,47093,Knox County,TN,"Knox County, TN"
Tennessee,Hamilton,Organic,47065,Hamilton County,TN,"Hamilton County, TN"
Tennessee,Rutherford,Organic,47149,Rutherford County,TN,"Rutherford County, TN"
Tennessee,Williamson,Organic,47187,Williamson County,TN,"Williamson County, TN"
Tennessee,Montgomery,Organic,47125,Montgomery County,TN,"Montgomery County, TN"
Tennessee,Sumner,Organic,47165,Sumner County,TN,"Sumner County, TN"
Tennessee,Sullivan,Organic,47163,Sullivan County,TN,"Sullivan County, TN"
Tennessee,Wilson,Organic,47189,Wilson County,TN,"Wilson County, TN"
Tennessee,Blount,Organic,47009,Blount County,TN,"Blount County, TN"
Tennessee,Washington,Organic,47179,Washington County,TN,"Washington County, TN"
Tennessee,Bradley,Organic,47011,Bradley County,TN,"Bradley County, TN"
Tennessee,Maury,Organic,47119,Maury County,TN,"Maury County, TN"
Tennessee,Madison,Organic,47113,Madison County,TN,"Madison County, TN"
Tennessee,Sevier,Organic,47155,Sevier County,TN,"Sevier County, TN"
Tennessee,Putnam,Organic,47141,Putnam County,TN,"Putnam County, TN"
Tennessee,Anderson,Organic,47001,Anderson County,TN,"Anderson County, TN"
Tennessee,Robertson,Organic,47147,Robertson County,TN,"Robertson County, TN"
Tennessee,Greene,Organic,47059,Greene County,TN,"Greene County, TN"
Tennessee,Hamblen,Organic,47063,Hamblen County,TN,"Hamblen County, TN"
Tennessee,Cumberland,Organic,47035,Cumberland County,TN,"Cumberland County, TN"
Tennessee,Tipton,Organic,47167,Tipton County,TN,"Tipton County, TN"
Tennessee,Coffee,Organic,47031,Coffee County,TN,"Coffee County, TN"
Tennessee,Hawkins,Organic,47073,Hawkins County,TN,"Hawkins County, TN"
Tennessee,Carter,Organic,47019,Carter County,TN,"Carter County, TN"
Tennessee,Loudon,Organic,47105,Loudon County,TN,"Loudon County, TN"
Tennessee,Jefferson,Organic,47089,Jefferson County,TN,"Jefferson County, TN"
Tennessee,Dickson,Organic,47043,Dickson County,TN,"Dickson County, TN"
Tennessee,Roane,Organic,47145,Roane County,TN,"Roane County, TN"
Tennessee,McMinn,Organic,47107,McMinn County,TN,"McMinn County, TN"
Tennessee,Bedford,Organic,47003,Bedford County,TN,"Bedford County, TN"
Tennessee,Gibson,Organic,47053,Gibson County,TN,"Gibson County, TN"
Tennessee,Monroe,Organic,47123,Monroe County,TN,"Monroe County, TN"
Tennessee,Lawrence,Organic,47099,Lawrence County,TN,"Lawrence County, TN"
Tennessee,Franklin,Organic,47051,Franklin County,TN,"Franklin County, TN"
Tennessee,Fayette,Organic,47047,Fayette County,TN,"Fayette County, TN"
Tennessee,Cheatham,Organic,47021,Cheatham County,TN,"Cheatham County, TN"
Tennessee,Warren,Organic,47177,Warren County,TN,"Warren County, TN"
Tennessee,Campbell,Organic,47013,Campbell County,TN,"Campbell County, TN"
Tennessee,Dyer,Organic,47045,Dyer County,TN,"Dyer County, TN"
Tennessee,Cocke,Organic,47029,Cocke County,TN,"Cocke County, TN"
Tennessee,Lincoln,Organic,47103,Lincoln County,TN,"Lincoln County, TN"
Tennessee,Marshall,Organic,47117,Marshall County,TN,"Marshall County, TN"
Tennessee,Rhea,Organic,47143,Rhea County,TN,"Rhea County, TN"
Tennessee,Weakley,Organic,47183,Weakley County,TN,"Weakley County, TN"
Tennessee,Henry,Organic,47079,Henry County,TN,"Henry County, TN"
Tennessee,Claiborne,Organic,47025,Claiborne County,TN,"Claiborne County, TN"
Tennessee,Obion,Organic,47131,Obion County,TN,"Obion County, TN"
Tennessee,Giles,Organic,47055,Giles County,TN,"Giles County, TN"
Tennessee,Marion,Organic,47115,Marion County,TN,"Marion County, TN"
Tennessee,Carroll,Organic,47017,Carroll County,TN,"Carroll County, TN"
Tennessee,Henderson,Organic,47077,Henderson County,TN,"Henderson County, TN"
Tennessee,White,Organic,47185,White County,TN,"White County, TN"
Tennessee,Hardin,Organic,47071,Hardin County,TN,"Hardin County, TN"
Tennessee,McNairy,Organic,47109,McNairy County,TN,"McNairy County, TN"
Tennessee,Hardeman,Organic,47069,Hardeman County,TN,"Hardeman County, TN"
Tennessee,Macon,Organic,47111,Macon County,TN,"Macon County, TN"
Tennessee,Lauderdale,Organic,47097,Lauderdale County,TN,"Lauderdale County, TN"
Tennessee,Hickman,Organic,47081,Hickman County,TN,"Hickman County, TN"
Tennessee,Grainger,Organic,47057,Grainger County,TN,"Grainger County, TN"
Tennessee,Overton,Organic,47133,Overton County,TN,"Overton County, TN"
Tennessee,Scott,Organic,47151,Scott County,TN,"Scott County, TN"
Tennessee,Morgan,Organic,47129,Morgan County,TN,"Morgan County, TN"
Tennessee,DeKalb,Organic,47041,DeKalb County,TN,"DeKalb County, TN"
Tennessee,Smith,Organic,47159,Smith County,TN,"Smith County, TN"
Tennessee,Union,Organic,47173,Union County,TN,"Union County, TN"
Tennessee,Humphreys,Organic,47085,Humphreys County,TN,"Humphreys County, TN"
Tennessee,Fentress,Organic,47049,Fentress County,TN,"Fentress County, TN"
Tennessee,Johnson,Organic,47091,Johnson County,TN,"Johnson County, TN"
Tennessee,Unicoi,Organic,47171,Unicoi County,TN,"Unicoi County, TN"
Tennessee,Haywood,Organic,47075,Haywood County,TN,"Haywood County, TN"
Tennessee,Polk,Organic,47139,Polk County,TN,"Polk County, TN"
Tennessee,Chester,Organic,47023,Chester County,TN,"Chester County, TN"
Tennessee,Wayne,Organic,47181,Wayne County,TN,"Wayne County, TN"
Tennessee,Sequatchie,Organic,47153,Sequatchie County,TN,"Sequatchie County, TN"
Tennessee,Benton,Organic,47005,Benton County,TN,"Benton County, TN"
Tennessee,Bledsoe,Organic,47007,Bledsoe County,TN,"Bledsoe County, TN"
Tennessee,Cannon,Organic,47015,Cannon County,TN,"Cannon County, TN"
Tennessee,Crockett,Organic,47033,Crockett County,TN,"Crockett County, TN"
Tennessee,Stewart,Organic,47161,Stewart County,TN,"Stewart County, TN"
Tennessee,Grundy,Organic,47061,Grundy County,TN,"Grundy County, TN"
Tennessee,Meigs,Organic,47121,Meigs County,TN,"Meigs County, TN"
Tennessee,Lewis,Organic,47101,Lewis County,TN,"Lewis County, TN"
Tennessee,Jackson,Organic,47087,Jackson County,TN,"Jackson County, TN"
Tennessee,Trousdale,Organic,47169,Trousdale County,TN,"Trousdale County, TN"
Tennessee,Decatur,Organic,47039,Decatur County,TN,"Decatur County, TN"
Tennessee,Perry,Organic,47135,Perry County,TN,"Perry County, TN"
Tennessee,Houston,Organic,47083,Houston County,TN,"Houston County, TN"
Tennessee,Clay,Organic,47027,Clay County,TN,"Clay County, TN"
Tennessee,Hancock,Organic,47067,Hancock County,TN,"Hancock County, TN"
Tennessee,Moore,Organic,47127,Moore County,TN,"Moore County, TN"
Tennessee,Van Buren,Organic,47175,Van Buren County,TN,"Van Buren County, TN"
Tennessee,Pickett,Organic,47137,Pickett County,TN,"Pickett County, TN"
Texas,Harris,Organic,48201,Harris County,TX,"Harris County, TX"
Texas,Dallas,Organic,48113,Dallas County,TX,"Dallas County, TX"
Texas,Tarrant,Organic,48439,Tarrant County,TX,"Tarrant County, TX"
Texas,Bexar,Organic,48029,Bexar County,TX,"Bexar County, TX"
Texas,Travis,Organic,48453,Travis County,TX,"Travis County, TX"
Texas,Collin,Organic,48085,Collin County,TX,"Collin County, TX"
Texas,Denton,Organic,48121,Denton County,TX,"Denton County, TX"
Texas,Hidalgo,Organic,48215,Hidalgo County,TX,"Hidalgo County, TX"
Texas,El Paso,Organic,48141,El Paso County,TX,"El Paso County, TX"
Texas,Fort Bend,Organic,48157,Fort Bend County,TX,"Fort Bend County, TX"
Texas,Montgomery,Organic,48339,Montgomery County,TX,"Montgomery County, TX"
Texas,Williamson,Organic,48491,Williamson County,TX,"Williamson County, TX"
Texas,Cameron,Organic,48061,Cameron County,TX,"Cameron County, TX"
Texas,Brazoria,Organic,48039,Brazoria County,TX,"Brazoria County, TX"
Texas,Bell,Organic,48027,Bell County,TX,"Bell County, TX"
Texas,Nueces,Organic,48355,Nueces County,TX,"Nueces County, TX"
Texas,Galveston,Organic,48167,Galveston County,TX,"Galveston County, TX"
Texas,Lubbock,Organic,48303,Lubbock County,TX,"Lubbock County, TX"
Texas,McLennan,Organic,48309,McLennan County,TX,"McLennan County, TX"
Texas,Jefferson,Organic,48245,Jefferson County,TX,"Jefferson County, TX"
Texas,Hays,Organic,48209,Hays County,TX,"Hays County, TX"
Texas,Smith,Organic,48423,Smith County,TX,"Smith County, TX"
Texas,Brazos,Organic,48041,Brazos County,TX,"Brazos County, TX"
Texas,Ellis,Organic,48139,Ellis County,TX,"Ellis County, TX"
Texas,Johnson,Organic,48251,Johnson County,TX,"Johnson County, TX"
Texas,Guadalupe,Organic,48187,Guadalupe County,TX,"Guadalupe County, TX"
Texas,Midland,Organic,48329,Midland County,TX,"Midland County, TX"
Texas,Comal,Organic,48091,Comal County,TX,"Comal County, TX"
Texas,Parker,Organic,48367,Parker County,TX,"Parker County, TX"
Texas,Kaufman,Organic,48257,Kaufman County,TX,"Kaufman County, TX"
Texas,Taylor,Organic,48441,Taylor County,TX,"Taylor County, TX"
Texas,Randall,Organic,48381,Randall County,TX,"Randall County, TX"
Texas,Grayson,Organic,48181,Grayson County,TX,"Grayson County, TX"
Texas,Wichita,Organic,48485,Wichita County,TX,"Wichita County, TX"
Texas,Gregg,Organic,48183,Gregg County,TX,"Gregg County, TX"
Texas,Tom Green,Organic,48451,Tom Green County,TX,"Tom Green County, TX"
Texas,Potter,Organic,48375,Potter County,TX,"Potter County, TX"
Texas,Hunt,Organic,48231,Hunt County,TX,"Hunt County, TX"
Texas,Bastrop,Organic,48021,Bastrop County,TX,"Bastrop County, TX"
Texas,Liberty,Organic,48291,Liberty County,TX,"Liberty County, TX"
Texas,Bowie,Organic,48037,Bowie County,TX,"Bowie County, TX"
Texas,Victoria,Organic,48469,Victoria County,TX,"Victoria County, TX"
Texas,Angelina,Organic,48005,Angelina County,TX,"Angelina County, TX"
Texas,Orange,Organic,48361,Orange County,TX,"Orange County, TX"
Texas,Coryell,Organic,48099,Coryell County,TX,"Coryell County, TX"
Texas,Henderson,Organic,48213,Henderson County,TX,"Henderson County, TX"
Texas,Walker,Organic,48471,Walker County,TX,"Walker County, TX"
Texas,Wise,Organic,48497,Wise County,TX,"Wise County, TX"
Texas,Harrison,Organic,48203,Harrison County,TX,"Harrison County, TX"
Texas,San Patricio,Organic,48409,San Patricio County,TX,"San Patricio County, TX"
Texas,Starr,Organic,48427,Starr County,TX,"Starr County, TX"
Texas,Nacogdoches,Organic,48347,Nacogdoches County,TX,"Nacogdoches County, TX"
Texas,Hood,Organic,48221,Hood County,TX,"Hood County, TX"
Texas,Van Zandt,Organic,48467,Van Zandt County,TX,"Van Zandt County, TX"
Texas,Anderson,Organic,48001,Anderson County,TX,"Anderson County, TX"
Texas,Waller,Organic,48473,Waller County,TX,"Waller County, TX"
Texas,Hardin,Organic,48199,Hardin County,TX,"Hardin County, TX"
Texas,Navarro,Organic,48349,Navarro County,TX,"Navarro County, TX"
Texas,Kerr,Organic,48265,Kerr County,TX,"Kerr County, TX"
Texas,Rusk,Organic,48401,Rusk County,TX,"Rusk County, TX"
Texas,Medina,Organic,48325,Medina County,TX,"Medina County, TX"
Texas,Cherokee,Organic,48073,Cherokee County,TX,"Cherokee County, TX"
Texas,Polk,Organic,48373,Polk County,TX,"Polk County, TX"
Texas,Wilson,Organic,48493,Wilson County,TX,"Wilson County, TX"
Texas,Lamar,Organic,48277,Lamar County,TX,"Lamar County, TX"
Texas,Burnet,Organic,48053,Burnet County,TX,"Burnet County, TX"
Texas,Atascosa,Organic,48013,Atascosa County,TX,"Atascosa County, TX"
Texas,Chambers,Organic,48071,Chambers County,TX,"Chambers County, TX"
Texas,Caldwell,Organic,48055,Caldwell County,TX,"Caldwell County, TX"
Texas,Kendall,Organic,48259,Kendall County,TX,"Kendall County, TX"
Texas,Wood,Organic,48499,Wood County,TX,"Wood County, TX"
Texas,Erath,Organic,48143,Erath County,TX,"Erath County, TX"
Texas,Cooke,Organic,48097,Cooke County,TX,"Cooke County, TX"
Texas,Wharton,Organic,48481,Wharton County,TX,"Wharton County, TX"
Texas,Upshur,Organic,48459,Upshur County,TX,"Upshur County, TX"
Texas,Jim Wells,Organic,48249,Jim Wells County,TX,"Jim Wells County, TX"
Texas,Brown,Organic,48049,Brown County,TX,"Brown County, TX"
Texas,Hopkins,Organic,48223,Hopkins County,TX,"Hopkins County, TX"
Texas,Matagorda,Organic,48321,Matagorda County,TX,"Matagorda County, TX"
Texas,Hill,Organic,48217,Hill County,TX,"Hill County, TX"
Texas,Fannin,Organic,48147,Fannin County,TX,"Fannin County, TX"
Texas,Washington,Organic,48477,Washington County,TX,"Washington County, TX"
Texas,Howard,Organic,48227,Howard County,TX,"Howard County, TX"
Texas,Jasper,Organic,48241,Jasper County,TX,"Jasper County, TX"
Texas,Titus,Organic,48449,Titus County,TX,"Titus County, TX"
Texas,Bee,Organic,48025,Bee County,TX,"Bee County, TX"
Texas,Austin,Organic,48015,Austin County,TX,"Austin County, TX"
Texas,Grimes,Organic,48185,Grimes County,TX,"Grimes County, TX"
Texas,Cass,Organic,48067,Cass County,TX,"Cass County, TX"
Texas,Palo Pinto,Organic,48363,Palo Pinto County,TX,"Palo Pinto County, TX"
Texas,San Jacinto,Organic,48407,San Jacinto County,TX,"San Jacinto County, TX"
Texas,Gillespie,Organic,48171,Gillespie County,TX,"Gillespie County, TX"
Texas,Milam,Organic,48331,Milam County,TX,"Milam County, TX"
Texas,Uvalde,Organic,48463,Uvalde County,TX,"Uvalde County, TX"
Texas,Fayette,Organic,48149,Fayette County,TX,"Fayette County, TX"
Texas,Shelby,Organic,48419,Shelby County,TX,"Shelby County, TX"
Texas,Panola,Organic,48365,Panola County,TX,"Panola County, TX"
Texas,Limestone,Organic,48293,Limestone County,TX,"Limestone County, TX"
Texas,Houston,Organic,48225,Houston County,TX,"Houston County, TX"
Texas,Lampasas,Organic,48281,Lampasas County,TX,"Lampasas County, TX"
Texas,Llano,Organic,48299,Llano County,TX,"Llano County, TX"
Texas,Gaines,Organic,48165,Gaines County,TX,"Gaines County, TX"
Texas,Hockley,Organic,48219,Hockley County,TX,"Hockley County, TX"
Texas,Gray,Organic,48179,Gray County,TX,"Gray County, TX"
Texas,Bandera,Organic,48019,Bandera County,TX,"Bandera County, TX"
Texas,Colorado,Organic,48089,Colorado County,TX,"Colorado County, TX"
Texas,Lavaca,Organic,48285,Lavaca County,TX,"Lavaca County, TX"
Texas,Willacy,Organic,48489,Willacy County,TX,"Willacy County, TX"
Texas,Montague,Organic,48337,Montague County,TX,"Montague County, TX"
Texas,Tyler,Organic,48457,Tyler County,TX,"Tyler County, TX"
Texas,DeWitt,Organic,48123,DeWitt County,TX,"DeWitt County, TX"
Texas,Jones,Organic,48253,Jones County,TX,"Jones County, TX"
Texas,Gonzales,Organic,48177,Gonzales County,TX,"Gonzales County, TX"
Texas,Freestone,Organic,48161,Freestone County,TX,"Freestone County, TX"
Texas,Bosque,Organic,48035,Bosque County,TX,"Bosque County, TX"
Texas,Andrews,Organic,48003,Andrews County,TX,"Andrews County, TX"
Texas,Frio,Organic,48163,Frio County,TX,"Frio County, TX"
Texas,Burleson,Organic,48051,Burleson County,TX,"Burleson County, TX"
Texas,Young,Organic,48503,Young County,TX,"Young County, TX"
Texas,Eastland,Organic,48133,Eastland County,TX,"Eastland County, TX"
Texas,Lee,Organic,48287,Lee County,TX,"Lee County, TX"
Texas,Falls,Organic,48145,Falls County,TX,"Falls County, TX"
Texas,Robertson,Organic,48395,Robertson County,TX,"Robertson County, TX"
Texas,Scurry,Organic,48415,Scurry County,TX,"Scurry County, TX"
Texas,Leon,Organic,48289,Leon County,TX,"Leon County, TX"
Texas,Nolan,Organic,48353,Nolan County,TX,"Nolan County, TX"
